lnge_num,A001,A002,A003,A004,A005,A006,A008,A009,A170,A173,A165,B008,C001,C001_01,C002,C002_01,D081,D026_03,D026_05,C038,C039,C041,D001_B,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D054,D059,D060,D061,D078,E001,E002,E003,E004,Y002,E015,E018,E023,E025,E026,E027,E028,E033,E035,E036,E037,E039,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_18A,E069_18,E069_11,E069_12,E069_13,E069_14,E069_17,E069_20,E111_01,E114,E115,E116,E117,E181_EVS5,E224,E225,E226,E227,E228,E229,E233,E233A,E233B,E235,E236,E263,E264,E265_01,E265_02,E265_03,E265_04,E265_05,E265_06,E265_07,E265_08,F025,F028,F066_EVS5,F034,F063,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,F132,E290,F144_02,G006,G052,G062,G063,G255,G256,G257,H009,H010,H011,X002,X003,G027A,X007,x026_01,X011,X013,X025A_01,X025R,W002A_01,W002R,V004AM_01,V004RM,V004AF_01,V004RF,X028,W003,X052,X035_EVS5,V097EF,W005_EVS5,X047E_EVS5
200,1,1,1,2,1,2,1,1,10,10,1,2,2,5,2,5,1,5,5,5,3,2,1,1,1,2,2,2,4,4,4,4,4,1,2,1,4,2,3,1,3,2,2,3,3,5,8,8,4,4,1,2,2,2,1,2,2,2,2,2,3,3,2,2,2,8,4,3,3,1,57811,8,1,10,9,5,8,10,6,8,10,9,1,1,1,4,3,3,2,1,4,4,2,3,6,1,6,1,1,1,1,10,1,10,10,9,5,10,1,1,1,4,1,1,1,1,1,4,4,4,1981,37,1,1,1,3,5,6,3,3,2,6,3,3,2,2,1,1,23,10,83,7
200,1,1,2,2,2,3,2,2,8,8,1,1,2,5,2,4,1,5,4,5,1,2,1,1,1,2,1,1,3,4,4,4,4,2,3,4,2,3,3,1,2,1,2,2,3,5,4,8,4,6,2,2,2,2,1,2,2,3,3,2,2,3,3,1,2,7,4,3,4,1,57811,10,1,10,10,1,1,10,10,5,10,7,1,1,1,4,3,3,2,2,3,4,2,4,7,2,1,1,1,1,1,10,5,10,8,3,5,2,1,1,1,4,2,2,1,1,1,2,3,4,1943,75,2,1,1,3,1,6,3,7,3,2,1,7,3,4,4,0,22,1,13,3
200,2,2,1,3,2,4,2,1,7,8,2,1,2,5,3,3,1,4,2,1,1,2,1,3,2,4,2,2,2,3,4,4,2,4,1,4,1,2,1,2,3,2,3,3,3,9,8,4,2,1,3,2,3,2,2,2,2,2,2,2,3,3,2,2,2,8,2,2,3,2,57804,7,5,9,9,8,6,9,10,10,8,9,1,1,1,4,4,4,2,2,4,4,0,8,7,3,1,2,4,2,4,9,8,6,10,9,5,9,2,1,2,3,2,2,1,1,3,3,2,3,1994,24,1,6,2,0,4,3,2,0,0,3,2,3,2,6,0,2,43,6,0,8
200,1,1,2,3,1,3,1,2,10,8,1,1,2,4,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,3,3,4,4,1,3,1,4,2,3,3,2,2,2,2,2,3,3,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,8,4,3,4,1,57801,10,1,10,8,10,8,10,10,2,10,9,2,1,1,3,3,3,2,1,3,4,0,4,6,2,1,1,1,1,1,5,1,10,10,8,1,5,1,1,1,4,1,2,1,2,1,2,4,4,1966,52,1,6,1,2,3,3,2,3,2,3,2,2,1,1,1,2,12,6,33,9
200,1,2,2,3,1,3,2,1,8,8,1,1,2,5,2,5,1,5,5,3,2,2,1,1,1,2,2,2,2,4,4,4,4,1,2,1,2,2,3,3,3,1,1,2,2,6,6,7,7,3,2,2,3,2,2,2,1,3,3,2,3,3,2,1,1,8,4,3,4,1,57804,8,1,10,9,1,8,10,8,1,10,9,1,1,1,4,4,4,2,1,4,4,0,8,7,2,1,1,1,1,1,10,5,10,10,7,2,5,1,5,2,4,2,2,1,2,1,2,3,2,1966,52,1,3,1,1,2,7,3,0,0,2,1,2,1,1,0,2,13,2,0,3
200,1,2,3,2,1,2,1,2,8,9,1,2,2,5,2,4,1,4,4,4,2,2,1,1,1,3,2,2,2,4,4,4,3,3,1,4,1,2,3,3,1,1,2,1,2,6,5,4,4,3,1,2,2,1,1,2,2,3,3,2,2,2,2,1,2,8,4,4,4,1,57811,8,1,10,8,2,9,9,9,7,10,8,1,1,1,4,3,4,2,1,3,4,2,6,6,2,4,3,5,3,2,10,3,9,10,6,5,4,1,6,2,4,2,2,1,2,1,4,4,4,1971,47,1,6,1,2,4,5,3,6,3,2,1,2,1,1,1,2,10,10,33,7
200,1,1,1,3,2,3,1,1,10,8,2,2,2,5,1,2,1,4,5,2,3,4,1,2,1,3,2,2,2,4,4,4,4,3,4,2,4,3,2,2,4,1,2,3,3,9,10,10,10,1,2,2,3,2,2,4,2,3,3,4,3,3,3,2,3,1,3,4,1,1,57803,10,1,10,10,10,10,10,1,2,10,5,2,2,1,3,1,2,1,3,3,3,2,4,7,2,3,1,1,1,1,10,1,10,10,10,5,5,1,5,1,3,4,2,2,2,1,4,4,4,1978,40,1,3,1,4,5,3,2,3,2,7,3,3,2,1,1,2,53,6,53,5
128,1,2,2,4,2,2,1,2,10,9,1,1,2,4,0,0,5,2,2,2,4,5,1,2,2,2,2,2,2,3,2,2,2,4,1,2,4,3,1,1,4,2,2,2,2,8,7,5,8,6,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2,3,1,0,6,6,10,8,2,6,6,6,5,8,10,3,3,1,2,2,0,2,1,0,0,0,3,3,1,8,5,1,1,1,1,1,1,1,1,1,1,5,5,0,3,2,2,2,2,1,1,3,1,1983,35,2,1,1,1,1,0,0,7,3,3,2,6,3,1,1,2,74,1,43,3
200,1,1,1,2,1,2,2,2,8,9,1,1,2,5,3,3,1,5,3,4,1,2,1,1,1,2,2,2,2,4,4,4,4,3,1,4,2,3,3,3,3,1,2,1,2,4,5,5,5,4,3,3,2,0,2,2,2,0,0,2,2,0,2,1,2,8,4,3,4,1,57813,8,1,10,10,1,9,10,9,5,10,10,1,1,1,4,4,4,2,1,4,4,2,3,5,2,5,5,8,1,1,10,1,9,10,5,10,10,1,1,1,4,1,1,2,3,1,3,4,4,1997,21,1,6,1,0,1,3,2,0,0,6,3,6,3,1,0,2,52,2,0,2
200,1,1,2,2,1,3,2,1,8,10,1,2,2,5,2,5,1,3,2,1,1,1,1,1,1,2,1,1,2,4,4,4,4,1,2,4,3,2,3,3,2,1,3,1,3,2,1,3,5,1,3,1,2,1,1,1,1,3,3,2,3,3,2,1,3,5,4,3,4,1,0,3,1,10,8,1,10,10,10,10,10,8,2,2,1,4,4,3,4,1,4,4,5,7,6,2,1,1,1,1,1,9,1,10,10,5,1,8,1,1,1,4,2,1,2,2,1,4,4,4,1988,30,2,2,1,0,2,3,2,7,3,2,1,2,1,6,1,0,0,9,32,0
128,1,2,1,3,2,4,1,2,9,10,2,2,2,4,2,4,2,4,2,1,1,4,1,1,1,2,2,2,1,3,3,3,4,2,1,3,4,2,2,2,4,1,3,3,3,1,9,5,5,5,4,1,3,4,2,3,2,2,2,4,3,3,1,1,2,3,1,3,4,1,0,10,1,10,9,1,10,10,5,7,10,8,4,4,2,4,0,4,1,1,4,3,0,8,7,3,1,1,5,1,1,10,1,2,5,5,1,7,2,10,0,4,2,2,3,2,1,4,4,4,1978,40,2,3,1,0,1,2,1,0,0,2,1,2,1,1,0,2,72,6,0,3
200,1,1,2,2,2,4,2,2,5,7,1,2,2,5,3,3,1,5,2,3,2,4,1,2,2,2,2,2,2,4,4,1,4,1,3,4,2,3,1,1,3,1,2,2,3,5,5,4,7,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,7,4,3,4,1,57813,7,2,10,7,6,7,8,5,5,10,8,3,1,1,3,2,3,2,2,3,4,2,8,6,2,1,2,3,1,1,10,1,8,8,7,4,7,1,1,2,4,2,1,1,2,1,3,2,2,1995,23,1,6,1,0,2,5,3,3,2,6,3,3,2,2,1,2,96,4,74,3
200,1,1,2,2,4,3,2,1,9,7,2,2,2,5,2,5,3,1,4,2,1,2,1,1,1,2,2,2,3,4,4,2,4,1,2,1,4,2,1,3,2,1,2,1,1,8,6,2,5,2,2,1,3,2,2,2,2,3,3,2,3,3,3,1,2,7,4,4,4,1,57804,8,1,10,9,1,8,9,2,1,10,8,1,1,1,4,4,4,3,1,4,4,2,8,7,2,1,1,1,1,1,5,1,10,5,7,1,1,1,1,1,3,2,1,1,1,1,3,4,4,1949,69,1,1,1,1,2,3,2,3,2,2,1,2,1,4,4,2,83,2,33,0
200,1,2,2,2,1,3,1,3,10,8,1,2,2,5,1,1,1,5,5,5,3,2,1,1,1,1,1,1,4,4,4,3,4,3,1,4,1,2,3,3,3,2,2,2,3,7,8,3,3,2,3,2,2,2,2,2,2,2,2,2,3,2,3,1,2,7,4,4,4,1,57803,4,1,8,6,2,6,10,5,1,10,8,1,1,1,4,2,3,2,2,3,4,2,8,6,1,4,1,1,1,1,10,5,10,9,9,6,4,1,1,1,3,2,2,1,1,1,2,3,4,1969,49,1,1,1,3,2,3,2,3,2,2,1,2,1,8,1,2,91,2,71,6
200,1,3,2,3,2,3,3,1,9,7,1,1,2,5,2,4,3,4,4,4,3,2,1,1,1,2,2,2,3,4,3,3,3,3,2,1,4,2,1,2,3,1,3,2,3,4,4,4,6,6,2,2,3,2,3,3,3,3,3,2,3,3,3,2,2,7,3,3,4,1,57811,6,4,9,8,4,7,10,7,4,10,8,1,1,1,3,4,3,2,1,4,4,2,8,7,1,3,1,1,1,1,10,2,9,9,7,5,6,1,1,1,4,2,2,1,1,1,2,2,2,1944,74,1,1,1,2,2,3,2,3,2,1,1,1,1,4,1,2,74,9,53,4
200,1,2,1,4,1,4,1,1,10,10,1,2,2,5,1,1,1,2,5,2,1,1,1,1,1,2,3,2,2,4,4,4,4,3,2,2,1,2,3,3,4,3,3,1,3,0,7,5,5,5,3,2,3,1,1,4,4,4,4,3,4,2,3,2,2,3,4,2,4,1,57814,10,1,10,10,1,10,10,10,1,10,4,3,3,1,3,1,3,4,1,3,4,0,8,7,2,1,1,1,7,1,10,1,5,5,8,3,5,1,1,1,2,1,3,1,1,1,1,2,1,1962,56,1,1,1,3,2,5,3,2,1,2,1,2,1,1,1,2,83,6,0,6
200,1,1,1,1,1,3,2,2,10,9,1,1,2,4,2,4,5,5,5,3,1,1,1,2,1,2,2,2,3,2,3,3,2,3,2,1,2,2,3,1,2,1,2,2,3,5,7,5,2,5,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,1,57811,7,2,10,10,5,10,10,7,5,10,5,1,1,1,4,3,3,2,1,3,4,2,8,7,2,2,1,1,1,1,5,5,7,7,7,3,5,1,7,1,3,1,1,1,1,1,2,2,3,1946,72,1,1,1,1,2,2,1,2,1,1,1,1,1,4,4,0,51,8,52,3
200,1,2,2,2,1,3,2,1,9,9,2,1,2,5,2,4,4,2,4,2,3,4,1,2,2,2,2,2,2,4,4,4,4,3,2,1,4,2,3,3,2,2,3,3,3,8,8,4,5,3,2,2,3,2,1,2,2,3,3,2,3,2,3,2,2,7,4,2,4,1,57804,8,3,10,8,2,5,10,5,9,10,10,1,4,1,4,3,4,2,1,4,4,8,3,7,2,7,3,1,2,1,10,5,5,7,8,3,5,2,3,0,3,1,1,1,2,1,2,4,2,1949,69,2,3,1,2,1,8,3,0,0,6,3,3,2,1,0,3,22,2,0,10
200,1,2,2,2,2,3,2,3,10,9,1,1,2,5,1,1,1,4,5,1,1,2,1,1,2,2,3,2,3,4,4,2,4,1,3,1,4,2,3,3,2,2,3,2,3,4,3,5,8,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,7,4,3,4,1,57803,4,2,10,10,6,10,10,8,3,10,9,1,1,1,4,3,4,1,2,4,4,0,4,7,2,4,1,1,2,2,10,1,9,9,5,7,1,1,1,1,3,2,3,2,2,1,3,3,4,1949,69,1,1,1,3,2,2,1,3,2,2,1,2,1,4,4,1,53,6,81,3
200,1,1,2,1,1,3,2,2,7,10,1,1,2,5,1,1,1,5,2,4,2,2,1,2,2,3,3,2,1,4,3,4,4,2,3,1,4,2,2,1,2,1,2,2,3,8,5,4,5,5,3,1,4,1,3,1,1,2,2,2,3,3,2,2,1,7,1,4,4,1,57803,5,4,8,10,1,5,9,4,8,10,8,1,1,1,4,1,4,1,1,4,4,2,8,5,2,1,5,1,1,1,10,1,8,5,10,1,5,1,1,1,4,1,1,1,1,1,3,3,4,1995,23,1,6,2,0,2,3,2,0,0,2,1,2,1,1,0,2,52,4,0,5
200,1,1,1,1,1,3,2,2,8,8,1,1,2,5,2,5,1,4,4,4,1,1,1,1,2,2,1,1,1,4,2,2,4,1,3,1,4,2,2,1,1,2,2,1,3,4,6,5,5,7,2,3,2,2,2,2,2,2,2,2,3,3,2,2,1,10,4,4,4,1,57813,7,5,10,9,9,9,10,7,8,10,10,1,1,1,4,2,3,2,1,3,4,2,8,7,2,2,1,1,1,1,9,4,7,9,8,5,2,1,1,2,3,1,2,1,1,1,2,4,4,1965,53,1,6,1,2,3,3,2,7,3,3,2,3,2,1,1,2,71,6,21,9
200,1,1,1,2,1,2,1,1,8,7,1,1,2,5,2,4,1,5,5,3,1,5,1,2,1,2,1,2,1,4,4,4,4,2,3,1,4,2,3,2,2,3,3,3,1,6,4,5,5,4,2,1,2,2,1,2,2,2,2,2,4,4,4,1,2,8,4,2,3,1,57811,10,2,10,5,2,9,8,7,2,10,8,2,1,1,4,4,3,1,1,4,4,3,4,5,1,5,1,1,1,1,10,1,10,10,8,5,8,1,8,1,3,2,1,2,2,1,1,2,4,1978,40,1,1,1,2,3,5,3,6,3,2,1,6,3,1,5,1,10,1,53,0
200,1,1,2,3,1,4,2,3,9,9,1,1,2,5,2,5,1,5,4,2,5,3,1,2,1,2,2,2,2,4,4,3,4,3,1,4,2,3,3,1,3,2,2,3,3,1,5,2,4,8,4,2,2,2,2,3,3,3,3,2,3,2,2,2,2,6,4,2,3,1,57801,10,1,8,10,9,9,10,6,8,10,8,2,3,2,3,2,3,2,2,2,3,0,8,7,3,1,1,1,1,1,10,4,5,10,6,5,5,2,10,1,4,3,2,1,2,1,2,4,2,1988,30,1,6,1,0,1,3,2,0,0,2,1,3,2,1,0,2,74,6,0,3
200,1,1,1,3,1,4,2,1,9,8,2,2,2,5,1,2,0,5,5,2,1,4,1,2,1,2,1,2,1,2,4,4,4,1,4,4,1,2,1,2,2,3,3,3,3,7,6,3,3,4,2,1,2,2,1,1,1,2,2,2,2,3,2,1,1,7,4,2,4,1,57804,8,2,10,10,8,7,10,7,5,10,9,2,1,1,4,4,4,1,1,4,4,2,8,7,2,1,1,1,1,1,10,1,10,9,10,1,7,1,1,1,4,2,2,1,1,1,4,3,3,1989,29,1,6,1,0,2,7,3,6,3,7,3,3,2,1,1,2,26,1,22,7
200,1,1,1,2,2,2,1,1,7,7,1,2,2,5,2,4,4,5,5,4,2,2,1,2,1,2,2,2,3,4,4,4,4,2,3,1,4,2,3,3,2,1,3,2,3,6,6,4,7,4,2,3,3,2,2,2,3,3,3,3,3,2,3,2,2,6,3,3,4,2,57811,6,3,8,7,5,5,10,6,6,10,7,1,1,1,3,2,4,2,1,3,3,2,4,6,1,6,1,1,1,1,10,1,2,2,4,1,1,1,6,1,3,1,2,1,1,1,2,3,3,1983,35,1,1,1,3,5,2,1,2,1,2,1,2,1,1,1,1,53,5,71,5
200,1,1,1,3,2,4,3,4,3,3,1,1,2,5,2,5,1,5,5,3,1,5,1,3,1,3,1,1,4,4,4,4,4,3,2,4,2,3,3,1,4,1,2,2,3,5,1,5,3,3,3,2,4,2,2,2,2,4,4,3,3,3,2,2,2,1,3,3,4,1,57804,5,5,5,10,5,5,5,5,5,10,3,2,1,2,0,0,3,3,1,4,4,2,8,7,2,1,1,2,1,1,10,1,8,10,10,5,8,1,8,2,2,2,1,2,1,1,4,2,4,1992,26,1,6,1,0,1,2,1,0,0,2,1,3,2,1,0,1,61,3,0,1
200,1,1,1,2,1,3,1,2,9,7,1,2,2,5,3,3,1,5,5,2,2,3,1,2,1,2,2,2,2,4,4,2,4,0,0,1,2,2,0,1,2,2,0,2,3,8,5,6,5,5,2,2,2,2,3,3,3,3,3,3,3,0,3,2,2,5,2,3,3,2,57803,5,2,10,10,0,0,10,5,7,10,7,2,1,1,3,3,3,2,2,3,4,2,8,6,0,5,2,2,4,6,10,2,8,0,7,2,8,1,2,1,4,2,2,2,1,1,2,3,3,1971,47,1,6,1,3,2,2,1,0,0,2,1,3,2,1,0,1,51,7,0,2
200,1,2,1,3,1,4,2,2,7,6,1,1,2,5,2,5,3,5,1,2,1,2,1,2,1,2,2,2,2,4,4,4,3,1,3,4,1,2,3,2,4,1,1,2,2,5,6,5,4,3,3,2,2,2,1,2,2,3,3,2,3,3,2,1,2,9,4,3,4,1,57804,5,1,10,10,1,10,10,6,5,10,10,2,2,1,4,4,4,1,1,4,4,2,8,7,2,1,4,1,1,1,10,2,9,10,4,2,8,1,2,2,3,3,4,1,2,2,2,4,4,1990,28,1,6,1,0,1,3,2,0,0,6,3,6,3,1,0,2,14,1,0,2
200,1,1,2,2,1,3,2,2,7,5,1,2,3,3,3,3,1,4,4,1,1,4,1,2,2,3,3,3,1,4,4,4,2,1,3,4,1,2,3,2,2,2,2,2,3,8,10,3,1,3,2,2,2,2,2,3,2,2,2,3,3,2,3,2,2,6,3,2,4,2,57804,5,1,10,3,5,10,10,3,5,10,7,1,1,1,4,4,4,2,1,4,4,0,8,7,2,1,1,5,5,1,10,5,5,5,10,5,6,1,5,2,3,4,1,2,2,2,4,4,3,1991,27,1,6,1,0,1,3,2,0,0,3,2,3,2,1,0,2,13,5,0,3
200,1,1,1,2,1,3,1,2,10,10,1,1,2,5,1,2,1,1,2,1,1,2,1,1,2,2,2,2,4,4,4,4,2,2,3,4,1,2,3,3,2,2,2,3,3,6,10,7,3,1,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,5,4,2,4,1,57811,6,1,10,10,1,10,10,6,3,10,6,1,1,1,3,3,4,4,3,4,4,0,4,7,2,1,1,1,1,1,10,1,5,5,1,1,5,1,1,1,3,2,2,2,1,1,3,3,4,1973,45,1,1,1,2,3,2,1,6,3,2,1,2,1,1,1,2,0,8,23,9
200,1,1,2,3,1,4,1,2,9,8,1,2,1,1,2,4,2,2,2,3,1,1,2,2,1,2,2,2,1,4,4,4,4,1,4,1,3,1,3,0,3,2,2,2,3,6,7,1,7,1,3,1,3,1,1,2,2,1,1,2,2,2,2,1,1,8,2,2,0,1,57804,9,6,10,10,5,9,10,9,9,10,10,1,1,1,4,3,4,0,1,4,4,0,8,7,2,5,1,1,1,1,5,1,5,5,5,5,1,1,5,1,5,2,2,2,2,2,2,2,3,1958,60,2,1,1,1,2,3,2,6,3,0,1,1,1,1,8,1,53,5,51,4
200,1,1,2,4,1,3,2,3,5,8,2,1,2,5,2,4,1,2,1,4,1,4,1,4,2,3,3,3,2,4,4,4,4,1,2,1,4,2,3,0,4,1,3,2,3,2,8,5,5,5,4,3,4,3,4,4,0,3,3,4,3,0,2,3,2,5,0,2,3,1,57813,4,0,10,0,4,6,10,5,1,10,5,3,1,2,0,1,2,4,0,0,0,2,8,7,2,2,3,1,1,2,10,3,10,10,10,2,8,1,8,2,4,1,4,3,3,1,1,4,3,1996,22,1,6,1,0,1,3,2,0,0,7,3,7,3,6,0,1,53,1,0,1
200,1,1,1,2,1,3,1,1,10,10,1,1,2,5,2,5,1,5,4,5,5,4,1,2,1,2,2,2,3,4,4,4,4,2,3,4,2,3,3,3,2,2,2,2,3,5,4,5,7,5,4,2,2,2,2,2,2,2,2,2,2,3,2,1,2,8,3,3,3,2,57801,5,2,10,10,5,7,10,7,4,9,8,1,1,1,3,3,3,2,1,3,4,0,4,7,2,1,4,4,2,2,10,4,10,10,6,3,10,3,1,1,5,2,2,2,2,1,4,4,4,1992,26,1,6,1,1,3,6,3,3,2,3,2,3,2,1,1,1,22,4,71,5
200,1,2,2,2,2,1,2,3,8,7,1,1,2,5,2,5,1,5,4,1,5,5,1,1,1,2,2,2,4,4,4,4,3,3,4,4,2,3,2,3,1,1,2,1,2,1,1,10,8,5,2,3,3,2,2,2,2,3,3,3,3,3,2,2,3,6,4,3,4,1,57810,10,1,9,8,1,10,10,10,5,10,8,1,1,1,3,3,4,2,1,4,4,0,6,1,1,9,8,1,1,1,10,10,9,10,9,8,6,1,1,4,4,2,2,2,2,2,4,4,4,1963,55,1,1,1,2,2,2,1,3,2,2,1,2,1,3,4,0,26,4,22,3
200,1,2,1,2,1,3,2,2,8,8,1,1,2,4,2,4,5,5,5,2,2,2,1,2,2,3,3,3,2,3,3,2,2,3,2,4,2,3,3,3,2,1,1,2,3,8,6,7,3,3,3,2,3,3,2,2,3,3,3,2,3,2,3,2,2,6,4,3,4,1,57803,7,1,5,7,1,8,10,7,3,10,7,1,1,1,3,2,3,2,1,3,4,2,4,4,2,5,3,1,1,1,10,1,6,5,8,3,6,1,3,1,0,1,1,3,1,1,1,2,2,1977,41,1,1,1,2,4,6,3,6,3,2,1,2,1,1,7,2,21,7,25,5
200,1,2,1,3,2,1,2,2,6,8,2,1,2,5,2,5,1,5,1,3,1,1,1,2,1,3,2,2,2,1,4,4,1,1,2,1,4,2,1,1,3,2,3,2,3,5,5,5,10,1,3,2,3,2,1,1,2,1,1,1,3,2,2,2,1,7,4,4,4,1,0,10,7,10,10,6,10,10,7,6,10,5,3,3,1,4,2,2,2,1,4,4,0,6,4,1,7,1,2,1,1,10,1,7,7,7,2,5,1,1,2,3,1,3,3,4,1,3,4,4,1998,20,1,6,1,0,1,3,2,0,0,2,1,3,2,6,0,2,52,5,0,1
200,1,2,1,3,3,1,2,1,8,6,2,1,2,5,2,5,1,3,4,2,1,3,1,2,2,2,2,2,2,4,4,3,4,3,1,4,1,2,1,3,2,1,3,1,3,7,6,5,3,4,2,2,3,3,2,2,3,3,3,2,3,3,3,2,2,8,3,3,4,1,57813,5,1,10,6,4,8,10,6,7,10,9,1,1,1,4,4,3,2,1,4,4,2,4,2,1,9,3,1,3,1,9,1,7,9,7,1,8,1,1,1,3,2,3,2,3,1,2,2,3,1964,54,1,2,1,2,4,6,3,3,2,3,2,6,3,3,1,0,12,2,33,10
200,1,1,1,4,2,2,1,2,8,8,2,2,2,5,3,3,1,5,3,4,5,4,2,2,2,4,2,2,4,3,4,3,4,2,3,1,4,2,3,2,4,2,3,3,3,5,5,2,5,3,2,2,4,1,1,3,2,3,3,3,3,2,3,1,0,5,2,2,3,1,0,8,5,5,5,7,5,10,7,8,9,7,3,3,1,4,2,1,3,0,3,3,2,4,7,2,1,2,1,1,1,10,1,10,10,10,3,5,1,9,1,2,2,3,2,1,1,3,3,4,1989,29,1,6,1,2,1,3,2,0,0,3,2,3,2,1,0,2,83,4,0,3
200,1,1,1,2,2,3,1,1,7,8,2,1,2,5,2,5,1,5,2,3,2,4,2,2,1,3,1,1,4,4,4,4,4,3,1,4,1,2,3,3,2,2,2,2,0,4,5,8,8,5,3,2,3,2,2,2,2,2,2,3,3,3,3,2,2,8,4,2,4,1,57801,8,2,10,8,7,9,8,7,3,10,8,1,1,1,4,4,3,2,1,4,4,0,8,7,2,1,1,1,1,1,10,2,10,10,5,2,10,1,2,2,4,2,2,1,1,1,2,2,3,1983,35,1,6,1,2,4,7,3,7,3,3,2,6,3,1,1,1,21,3,31,8
200,1,1,1,3,1,3,2,4,5,5,2,1,2,5,2,4,3,4,5,1,1,2,1,1,1,3,3,2,3,4,4,2,4,3,4,1,4,2,3,3,3,3,3,2,3,5,5,5,5,5,2,2,3,2,2,2,2,2,2,2,3,2,2,1,2,5,2,2,3,2,57811,9,1,9,5,5,9,10,10,8,8,5,2,2,2,2,2,3,2,2,3,4,0,7,6,2,3,1,2,1,1,10,1,10,10,10,1,3,5,5,1,2,2,2,1,2,1,3,4,4,1962,56,1,6,1,2,1,6,3,0,0,2,1,2,1,8,0,1,53,3,0,1
200,1,1,1,3,3,4,2,2,10,10,1,1,2,5,3,3,5,5,3,2,1,1,1,1,1,2,2,2,3,4,4,4,4,3,1,1,4,2,2,3,2,1,2,2,3,9,8,5,2,2,2,2,2,2,2,2,3,3,3,2,3,2,3,2,3,7,4,4,4,1,57803,5,1,10,10,5,7,10,7,8,10,7,1,1,1,4,3,3,2,1,4,4,2,8,7,2,1,1,2,7,1,5,3,8,5,9,1,4,1,8,1,4,2,2,2,2,1,1,4,4,1952,66,1,1,1,2,2,5,3,3,2,2,1,2,1,1,2,2,21,7,41,10
128,1,1,1,2,1,3,1,1,8,9,1,2,2,5,2,5,1,5,5,5,5,3,1,1,1,1,1,1,4,4,4,4,4,3,4,2,4,3,3,3,2,1,1,1,1,1,5,5,5,5,0,0,2,0,2,2,0,2,2,2,2,0,2,2,2,8,4,4,4,1,57812,5,5,5,5,5,5,5,5,5,10,8,1,1,1,3,3,3,2,1,4,4,0,8,7,2,1,1,3,1,1,10,5,10,10,8,8,8,1,1,1,4,1,1,1,1,1,4,4,4,1986,32,2,1,1,1,3,3,2,7,3,6,3,2,1,1,1,2,26,6,26,5
200,1,1,2,2,1,3,1,1,10,8,1,2,2,5,3,3,1,3,5,2,1,2,1,1,1,2,1,1,2,4,4,3,4,3,1,2,4,3,3,1,3,1,3,2,3,10,5,5,2,1,2,2,3,2,2,2,1,3,3,2,3,2,2,2,2,8,4,4,3,1,57801,2,1,10,10,1,10,8,6,6,10,8,1,1,1,4,1,4,2,1,4,4,2,8,6,2,3,1,1,1,1,10,5,10,10,5,5,5,1,1,1,5,1,1,1,1,1,2,3,4,1961,57,1,1,1,1,2,3,2,3,2,1,1,2,1,1,1,1,24,4,12,5
200,1,2,1,2,1,2,1,1,9,9,1,1,2,5,2,5,2,2,5,3,2,2,1,1,1,2,2,2,2,4,4,4,4,1,3,4,2,3,3,3,1,1,3,2,3,3,5,4,3,3,2,2,3,3,2,2,3,4,4,3,3,3,3,2,2,6,4,2,4,1,57801,8,1,10,8,1,9,10,8,2,10,8,1,1,1,4,4,4,1,1,4,4,2,7,4,1,5,2,1,3,1,10,3,5,5,2,4,3,1,1,1,4,1,2,1,1,1,3,4,4,1966,52,1,1,1,3,4,6,3,7,3,2,1,2,1,1,1,1,24,3,99,10
200,1,1,1,2,3,3,1,3,9,7,1,1,2,5,1,1,4,5,5,2,2,2,1,2,1,2,2,2,1,3,4,4,3,2,1,1,2,2,3,1,2,2,3,3,3,5,2,3,3,3,2,3,2,2,3,3,3,3,3,2,3,2,3,2,2,5,4,4,4,1,57811,9,1,10,9,1,9,10,8,9,10,7,1,1,1,4,4,4,2,1,4,4,2,6,6,1,5,1,7,1,1,10,1,9,8,2,2,1,1,1,1,4,2,2,2,2,1,1,1,3,1950,68,1,3,1,5,2,6,3,6,3,2,1,2,1,4,4,1,24,10,22,7
200,1,2,1,2,3,3,2,4,7,8,1,1,2,5,1,2,1,5,5,5,3,4,1,2,2,2,2,2,4,4,4,3,4,3,2,4,1,2,1,3,2,1,2,3,3,4,4,8,5,4,3,2,3,2,2,2,2,3,3,2,3,3,2,2,3,7,4,4,4,1,57812,10,1,10,8,1,10,10,8,2,10,8,1,1,1,4,3,4,2,1,4,4,2,8,7,1,1,3,3,1,1,10,5,5,8,2,5,3,1,1,1,3,2,2,2,2,1,2,2,3,1953,65,1,1,1,1,2,2,1,3,2,6,3,2,1,8,4,2,52,1,74,4
