mm_mixed_mode_EVS5,A001,A002,A003,A004,A005,A006,A008,A009,A170,A173,A165,B008,C001,C001_01,C002,C002_01,D081,D026_03,D026_05,C038,C039,C041,D001_B,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D054,D059,D060,D061,D078,E001,E002,E003,E004,Y002,E015,E018,E023,E025,E026,E027,E028,E033,E035,E036,E037,E039,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_18A,E069_18,E069_11,E069_12,E069_13,E069_14,E069_17,E069_20,E111_01,E114,E115,E116,E117,E179_WVS7,E181_EVS5,E224,E225,E226,E227,E228,E229,E233,E233A,E233B,E235,E236,E263,E264,E265_01,E265_02,E265_03,E265_04,E265_05,E265_06,E265_07,E265_08,F025,F028,F028B_WVS7,F066_EVS5,F034,F063,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,F132,E290,F144_02,G006,G052,G062,G063,G255,G256,G257,H009,H010,H011,X001,X002,X003,G027A,X007,x026_01,X011,X013,X025A_01,X025R,W002A_01,W002R,V004AM_01,V004RM,V004AF_01,V004RF,X028,W003,X052,X035_EVS5,X036E_WVS7,V097EF,W005_EVS5,W006E_WVS7,X047_WVS7,X047E_EVS5
5,1,2,1,2,1,1,2,2,6,8,1,1,2,5,2,4,2,3,2,2,2,3,1,2,2,3,2,2,1,4,4,2,4,1,3,2,1,2,1,1,2,2,1,3,3,5,5,7,10,5,4,3,2,3,1,2,2,3,3,2,2,4,2,2,3,7,4,2,4,1,0,27607,10,2,7,6,1,10,10,8,1,10,8,1,1,1,0,2,3,2,2,2,4,5,7,0,3,1,10,1,1,1,1,10,1,1,10,5,1,1,1,1,1,4,3,2,2,2,2,1,3,3,2,1997,20,1,6,2,0,6,3,2,0,0,0,1,3,2,6,0,2,52,0,3,0,0,0,7
5,1,1,1,2,2,4,2,2,8,6,1,1,2,5,2,5,1,4,2,3,4,5,1,1,1,2,2,2,3,4,4,1,4,3,2,2,4,3,1,3,2,1,2,1,2,2,5,9,8,6,3,3,0,2,2,2,3,2,2,2,3,4,2,2,2,7,4,2,4,1,0,27605,10,1,10,10,1,10,10,8,1,10,8,1,1,1,4,3,4,2,1,4,4,0,8,0,6,2,1,1,4,1,2,10,1,4,10,10,5,9,1,1,2,4,1,2,1,1,1,2,2,4,2,1978,39,1,1,1,3,5,3,2,6,3,6,3,7,3,2,1,2,34,0,3,26,0,0,6
5,1,1,2,2,2,4,2,4,6,5,1,0,2,5,1,1,1,4,5,3,2,5,1,2,2,3,3,3,3,4,4,4,3,0,0,4,2,3,2,2,2,2,3,1,2,5,1,5,7,4,4,3,4,3,3,4,4,2,2,4,3,3,1,4,2,2,3,2,4,1,0,27604,9,1,10,10,1,10,10,10,1,10,7,2,2,2,3,2,3,2,0,4,4,0,6,0,7,2,1,1,10,1,1,10,10,10,10,8,10,10,1,5,1,2,1,3,1,3,3,3,3,4,1,1994,23,1,6,1,0,3,3,2,2,1,2,1,3,2,7,1,2,52,0,0,41,0,0,6
5,1,2,0,2,4,2,4,4,7,10,1,1,3,3,2,4,4,5,4,4,1,4,1,2,2,2,2,2,2,3,4,3,4,3,4,4,1,2,3,1,1,2,3,3,3,3,4,7,7,5,3,3,3,3,3,2,2,1,1,2,3,4,2,2,1,6,4,4,4,1,0,27602,5,1,10,8,1,10,10,4,1,10,7,1,1,1,4,3,4,2,1,4,4,2,8,0,6,1,5,1,1,1,1,5,1,5,5,1,10,1,1,1,3,3,1,2,1,1,1,2,1,3,2,1938,79,1,5,1,2,1,3,2,0,0,3,2,3,2,4,0,1,41,0,6,0,0,0,4
5,1,1,1,3,2,2,2,1,8,10,1,1,2,4,2,4,1,4,4,2,2,4,1,2,1,2,2,2,3,4,4,2,4,3,2,4,2,3,1,1,3,1,2,2,3,5,7,5,4,4,3,3,2,0,2,3,3,3,3,3,3,3,2,2,3,7,4,1,4,1,0,27601,8,1,10,10,1,9,10,7,1,10,9,1,1,1,4,3,4,2,1,4,4,1,3,0,1,1,8,1,1,1,1,10,3,5,10,7,1,1,1,1,2,4,2,2,1,2,2,1,3,4,2,1961,56,1,1,1,3,4,3,2,3,2,3,2,3,2,2,4,2,41,0,6,52,0,0,8
5,1,1,2,2,1,1,2,2,9,6,2,1,2,4,2,4,2,2,2,3,1,2,1,2,1,3,2,2,1,3,3,3,4,3,4,2,1,2,3,1,1,1,2,1,3,5,7,5,7,8,2,2,2,2,2,3,3,3,3,3,3,4,2,3,3,7,4,3,4,1,0,27602,9,4,10,10,1,10,10,3,1,10,6,1,1,1,4,2,4,2,1,3,4,1,2,0,1,1,10,1,1,1,1,8,1,1,6,4,1,1,1,1,2,3,2,2,1,1,1,2,4,4,1,1947,70,1,1,1,2,2,3,2,3,2,2,1,3,2,4,4,2,72,0,6,51,0,0,5
5,2,2,2,4,3,4,3,4,4,10,1,1,1,2,2,4,2,4,2,2,2,4,2,2,2,2,2,2,2,4,4,2,4,3,4,1,2,2,2,1,4,3,3,2,3,0,10,1,10,1,3,4,0,3,2,3,2,3,3,2,3,3,2,2,3,6,3,3,4,1,0,27601,10,0,10,10,0,10,10,10,10,10,10,3,3,1,4,4,4,1,1,4,4,1,8,0,7,2,5,1,1,1,1,7,5,3,5,6,1,1,1,1,2,2,2,3,2,2,2,3,3,3,1,1960,57,1,6,1,0,2,3,2,0,0,2,1,3,2,7,0,2,71,0,6,0,0,0,2
5,1,1,1,3,2,3,2,1,10,10,1,1,3,3,3,3,1,1,2,3,2,4,1,2,2,3,0,0,1,4,4,4,4,3,1,4,2,3,1,1,3,1,2,1,2,5,4,7,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,10,4,4,4,1,0,27601,10,1,10,10,10,10,10,10,10,10,10,1,1,1,4,3,4,2,1,4,4,0,8,0,7,2,1,1,5,1,1,10,5,10,10,10,10,10,1,1,2,3,2,0,2,2,2,2,2,2,1,1969,48,1,1,1,5,3,3,2,6,3,5,3,3,2,1,1,2,14,0,0,41,0,0,8
5,1,2,2,3,4,4,2,3,8,7,2,1,2,5,1,2,3,2,3,1,1,2,1,2,2,3,3,2,2,2,4,3,4,3,1,1,2,2,3,1,3,2,3,2,3,5,6,9,7,4,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,4,4,3,4,1,0,27603,9,3,10,7,1,10,10,10,5,10,6,1,1,2,0,2,1,2,2,0,4,0,8,0,7,2,1,1,1,1,1,8,1,6,6,9,9,1,1,1,2,2,1,2,2,2,1,2,2,4,2,1939,78,1,3,1,2,1,3,2,0,0,3,2,3,2,4,0,2,33,0,3,0,0,0,1
5,1,1,2,1,4,4,3,4,4,10,1,1,2,5,2,5,2,2,2,5,1,1,1,1,1,3,3,3,2,4,4,4,4,4,3,2,1,2,3,3,1,1,3,1,3,1,1,10,7,1,4,3,3,2,2,4,3,2,2,3,3,3,3,3,2,1,3,3,4,1,0,27605,10,1,10,10,1,7,10,10,5,10,5,1,1,1,4,2,0,2,1,4,4,0,8,0,7,2,1,1,1,1,1,10,9,6,6,10,5,3,1,1,4,3,2,2,1,1,1,2,2,4,1,1937,82,1,1,1,5,2,7,3,3,2,0,0,3,2,4,4,1,42,0,6,33,0,0,7
5,1,3,3,3,1,4,2,1,9,7,2,1,2,5,2,5,2,5,5,4,1,4,1,3,1,4,4,0,2,4,4,1,4,4,3,1,2,2,3,1,2,1,2,3,3,5,3,5,5,2,4,2,3,2,1,3,2,3,3,3,3,2,3,2,3,1,4,3,4,1,0,27602,10,1,10,10,3,10,10,1,10,3,4,1,1,0,4,4,0,1,1,0,4,0,8,0,7,3,1,1,1,1,1,10,10,10,10,5,1,8,1,10,2,3,2,3,1,1,2,2,2,4,1,1994,23,1,6,1,0,2,3,2,6,3,3,2,3,2,1,1,2,99,0,6,23,0,0,7
5,1,1,2,3,1,2,2,1,8,10,2,1,2,4,2,4,1,4,1,3,2,1,1,4,3,4,4,4,1,4,4,3,4,1,3,1,4,2,2,1,4,1,0,1,0,5,6,0,7,3,3,0,4,3,2,3,0,3,3,3,4,3,4,3,3,5,3,2,4,1,0,0,4,1,10,10,1,10,10,10,1,10,5,1,1,2,0,1,2,1,3,1,4,0,8,0,7,2,0,1,1,1,1,10,1,10,10,10,0,4,1,8,2,3,3,3,4,2,2,2,2,2,2,1997,20,1,6,2,0,3,3,2,0,0,7,3,7,3,7,0,2,51,0,1,0,0,0,0
5,2,1,2,2,1,3,2,1,7,7,1,1,2,5,2,4,2,5,3,2,2,4,1,0,2,0,0,0,2,4,4,3,4,1,3,4,2,3,0,3,3,1,2,1,2,2,3,0,5,0,4,2,0,2,1,2,0,3,3,2,3,3,2,3,0,7,4,2,4,1,0,27605,6,1,10,5,1,8,10,5,9,10,7,1,3,1,4,4,3,2,1,4,4,0,8,0,7,3,1,1,1,2,1,10,6,10,10,10,10,10,1,1,0,4,2,1,3,3,2,4,4,4,2,1986,31,2,6,1,0,1,7,3,0,0,7,3,8,3,3,0,0,21,0,1,0,0,0,2
5,1,2,1,3,4,4,1,3,9,7,2,0,2,5,2,4,2,4,4,1,1,3,1,2,2,3,2,2,1,4,4,4,4,1,3,4,1,2,3,0,2,1,2,2,2,5,5,8,4,3,4,3,4,3,2,4,2,3,3,4,3,3,3,4,3,5,4,3,4,2,0,27602,2,2,8,8,1,8,10,6,1,10,6,2,1,0,0,0,0,0,2,2,4,0,8,0,7,3,1,1,1,1,1,10,2,10,10,8,1,4,1,4,1,3,2,2,2,1,1,2,3,4,2,1953,64,1,1,1,2,2,2,1,3,2,2,1,7,3,4,4,1,41,0,2,72,0,0,7
5,1,2,2,2,3,3,2,4,7,7,2,2,2,4,1,1,3,3,4,2,2,2,1,2,2,3,2,2,2,2,2,2,0,1,3,1,4,2,3,1,1,1,3,2,3,6,10,5,6,5,2,2,3,3,2,2,3,4,4,2,3,3,3,1,3,6,1,3,4,1,0,27601,5,2,8,4,0,8,5,2,5,9,6,1,1,1,3,3,3,2,2,3,4,0,8,0,2,3,7,2,2,2,5,5,2,5,5,6,2,4,2,2,2,2,3,3,2,2,2,2,3,3,1,1944,73,1,1,1,0,2,8,3,5,3,2,1,3,2,4,4,1,23,0,4,23,0,0,6
5,1,1,1,2,1,3,1,1,8,8,2,1,2,5,2,4,2,4,4,1,1,2,1,1,2,3,4,3,2,3,4,4,3,1,3,2,4,3,3,2,2,1,3,1,3,6,5,3,5,4,3,2,3,2,2,3,2,2,2,4,3,3,3,2,3,6,3,2,4,1,0,27606,5,3,10,7,4,6,10,6,4,10,8,1,1,2,2,2,3,4,2,3,4,0,8,0,7,3,1,1,1,1,1,10,1,7,10,10,9,4,1,5,1,3,1,1,1,1,1,2,4,4,2,1975,42,1,1,2,3,5,6,3,3,2,7,3,3,2,1,1,2,33,0,1,72,0,0,10
5,1,1,1,2,1,3,2,2,9,9,1,2,2,4,3,3,2,2,2,2,2,4,1,2,2,2,3,2,3,3,3,3,3,3,4,2,4,3,3,1,1,1,2,1,2,4,3,7,7,3,3,2,2,2,2,2,2,3,3,2,3,2,2,2,3,8,4,4,4,1,0,27602,7,1,10,9,1,10,10,7,1,10,9,1,1,1,4,4,4,2,1,4,4,0,8,0,7,3,1,1,1,1,1,8,3,8,8,9,9,4,1,1,2,3,2,2,1,1,2,3,4,4,1,1971,46,1,1,1,2,4,4,2,3,2,7,3,7,3,1,1,2,31,0,1,33,0,0,8
5,2,2,2,1,2,3,2,2,8,8,1,1,2,5,2,5,1,4,4,4,3,4,2,2,2,2,2,2,2,4,4,4,4,4,3,4,2,3,3,1,1,1,1,1,2,4,5,5,7,5,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,8,4,3,4,1,0,27604,8,1,10,8,2,10,10,7,7,10,8,1,1,1,4,3,4,2,1,4,4,2,4,0,7,2,3,5,3,3,2,10,6,9,10,10,8,9,1,1,2,4,1,1,1,3,2,2,4,4,2,1994,23,1,6,1,0,1,6,3,0,0,8,3,8,3,6,0,3,96,0,1,0,0,0,1
5,1,1,2,2,2,4,2,3,5,10,2,2,2,4,1,2,2,4,2,5,2,4,1,1,1,3,2,2,1,3,3,4,3,4,1,3,4,2,3,1,1,1,2,1,2,5,7,6,7,8,4,2,3,3,2,4,3,3,3,4,3,3,2,2,3,1,2,3,4,1,0,27604,7,1,9,7,1,9,8,1,1,10,10,2,1,1,4,2,4,1,1,4,4,0,8,0,7,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,3,4,4,2,4,1,4,4,4,1,1959,58,1,3,1,1,1,3,2,0,0,3,2,3,2,7,0,2,83,0,6,0,0,0,1
5,1,1,1,2,2,1,2,2,8,7,1,1,2,5,1,1,2,3,2,2,1,1,1,1,2,3,4,3,4,4,4,4,4,3,2,2,1,2,3,1,2,1,3,1,3,5,9,8,2,1,1,3,3,3,3,3,2,3,3,3,3,4,2,3,4,7,4,4,4,1,0,27602,10,1,10,10,1,10,10,1,1,10,7,1,1,1,4,4,4,4,4,4,4,2,4,0,1,1,5,1,1,1,1,2,1,5,5,10,1,1,1,1,2,2,2,3,2,2,2,4,4,4,2,1952,65,1,1,1,2,2,3,2,7,3,3,2,3,2,4,4,2,31,0,9,99,0,0,4
5,1,3,4,3,1,3,4,3,3,2,2,2,2,4,1,2,2,2,2,1,2,4,1,2,2,3,2,3,3,4,4,4,4,3,4,3,2,2,3,3,4,3,3,3,3,6,9,7,4,3,4,3,3,2,3,2,2,3,3,2,3,4,2,2,2,9,4,3,4,1,0,0,10,1,10,10,1,10,10,10,2,5,8,1,1,1,3,2,4,2,3,3,4,0,8,0,6,2,1,2,1,7,2,5,5,5,5,10,2,1,3,1,3,2,3,3,3,3,3,4,4,4,2,1956,61,1,1,1,2,2,3,2,3,2,3,2,3,2,8,4,1,81,0,3,83,0,0,2
5,1,1,1,2,1,3,2,2,8,7,1,1,2,5,3,3,4,3,4,1,2,4,1,2,2,2,2,2,3,2,4,3,3,1,3,1,4,2,3,1,2,1,3,1,3,6,7,5,7,1,3,3,3,2,2,3,3,3,3,3,3,3,2,3,2,6,1,4,4,1,0,27602,8,2,9,8,1,8,10,9,1,10,7,1,1,3,4,3,0,1,1,4,4,2,8,0,7,2,2,1,1,1,1,10,1,5,5,10,10,10,1,1,2,2,1,1,2,2,1,2,3,3,2,1988,29,1,6,1,1,3,7,3,6,3,7,3,7,3,1,6,2,24,0,4,99,0,0,7
5,1,2,2,0,2,4,2,2,7,7,1,1,2,5,2,5,2,2,2,2,2,0,1,3,2,3,3,0,1,3,4,3,3,4,3,4,1,2,3,1,3,2,3,2,3,3,6,5,5,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,9,0,2,3,1,0,0,5,3,10,6,3,10,10,9,6,10,9,3,2,2,3,3,3,2,2,0,0,0,8,0,7,3,1,1,2,1,1,10,1,0,9,0,3,2,3,2,2,4,1,2,3,2,1,2,3,4,2,1996,21,1,6,1,0,2,3,2,3,2,4,2,4,2,6,1,0,0,0,1,53,0,0,1
5,2,2,3,1,1,4,4,3,2,1,2,1,2,4,2,4,4,4,4,1,1,1,2,0,2,2,0,0,3,3,3,3,2,3,4,2,4,3,3,1,1,1,3,3,3,6,10,4,1,1,4,4,4,4,2,4,3,4,4,4,4,4,3,4,4,1,2,2,3,1,0,0,5,1,10,2,7,10,10,1,1,1,1,3,3,2,2,1,2,3,1,3,0,0,8,0,7,2,1,1,1,10,1,10,10,10,10,10,10,10,1,1,2,2,3,1,2,2,3,4,4,4,1,1979,38,1,1,1,0,2,3,2,3,2,3,2,0,0,3,1,0,11,0,6,52,0,0,6
5,2,1,2,2,1,4,2,1,8,8,1,1,2,5,3,3,2,4,4,4,0,4,3,2,2,3,0,0,3,4,4,2,4,3,4,4,1,2,3,3,2,1,2,1,3,2,8,7,3,5,3,3,4,2,2,3,3,3,3,3,3,3,2,2,3,4,3,4,4,1,0,27604,8,1,10,4,1,10,10,4,1,10,6,1,2,1,3,3,3,3,2,3,4,0,8,0,7,3,1,1,1,3,1,8,7,7,10,10,7,7,1,1,2,3,3,3,1,1,2,3,4,4,2,1970,47,1,1,1,2,3,3,2,7,3,7,3,5,3,1,1,1,23,0,6,33,0,0,9
5,3,1,1,3,1,4,3,3,4,3,2,1,2,5,1,1,3,5,1,1,1,4,4,4,2,4,4,4,0,4,4,4,4,2,3,1,3,1,1,1,3,3,3,3,3,10,1,5,4,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,0,27607,8,1,10,8,1,10,10,5,1,10,6,1,1,1,4,2,4,2,1,4,4,0,8,0,7,2,1,1,1,1,1,10,10,5,9,10,1,10,1,10,1,1,2,4,1,1,1,1,4,4,1,1975,42,1,5,1,0,1,2,1,0,0,4,2,0,1,8,0,0,0,0,0,0,0,0,1
5,1,1,1,2,1,2,1,1,9,9,1,1,2,5,2,5,2,4,4,3,1,4,1,1,1,2,2,1,2,4,4,4,3,3,1,2,4,3,1,3,2,1,3,1,1,7,8,1,3,1,3,1,3,3,1,3,2,2,2,3,3,2,2,2,2,5,4,2,4,1,0,0,9,1,10,10,1,10,10,6,1,10,8,4,4,1,4,4,4,4,3,4,4,0,8,0,7,3,2,1,2,1,1,10,3,9,10,10,3,10,1,6,0,3,1,1,2,2,1,1,4,1,1,1982,35,2,6,1,3,4,6,3,7,3,3,2,3,2,3,2,0,82,0,3,26,0,0,5
5,1,1,1,3,1,4,2,3,5,5,2,2,2,4,2,4,1,5,2,2,1,4,2,3,2,2,4,4,4,4,4,4,4,2,3,1,2,2,3,3,2,1,3,3,3,5,1,0,1,5,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,1,4,2,4,1,0,27602,5,1,10,10,1,1,10,10,1,10,5,1,1,1,4,1,4,4,1,4,4,0,8,0,7,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,3,3,3,3,3,3,4,1,1958,59,1,6,1,1,1,3,2,0,0,3,2,3,2,8,0,2,71,0,6,0,0,0,1
5,1,1,1,1,0,1,2,2,8,8,1,1,2,5,1,2,4,2,2,3,1,2,1,2,2,2,3,2,1,4,4,4,4,1,4,1,2,2,1,1,1,1,3,3,3,8,10,5,1,1,1,1,2,0,1,1,1,1,1,1,2,2,2,1,2,8,4,4,4,1,0,27601,5,1,10,7,1,10,10,10,5,10,8,1,1,1,3,2,4,2,2,4,4,2,4,0,6,1,8,1,1,1,1,5,7,7,5,10,1,1,1,1,2,2,1,1,1,1,1,1,1,4,1,1937,81,2,1,1,2,2,7,3,3,2,3,2,0,0,4,4,2,21,0,5,52,0,0,4
5,1,1,1,2,1,3,2,1,9,9,1,1,2,5,2,4,1,4,2,5,2,4,1,2,1,2,2,2,3,4,4,3,4,3,4,4,2,3,1,3,1,1,1,1,3,2,2,5,3,1,2,2,3,2,2,3,1,3,3,3,3,3,2,3,3,3,4,4,4,1,0,27605,10,1,10,10,1,10,10,1,1,10,7,1,1,1,3,2,4,2,1,4,4,0,8,0,7,2,1,1,3,2,1,10,1,10,10,10,0,7,1,1,3,4,3,2,2,3,3,2,4,4,2,1953,64,1,3,1,4,1,7,3,0,0,7,3,6,3,2,0,2,23,0,1,0,0,0,2
5,1,2,2,3,2,2,3,3,7,8,1,1,2,5,2,4,2,3,3,1,2,3,1,2,2,2,2,2,1,4,4,3,4,4,3,1,2,2,2,2,2,1,3,1,3,7,6,7,8,9,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,8,1,1,3,2,0,27601,7,3,10,4,6,9,10,5,7,10,8,1,1,1,3,3,3,2,1,4,4,2,4,0,5,1,6,1,3,2,1,10,1,7,6,9,6,1,1,3,2,3,2,3,1,1,2,2,2,3,2,1971,46,1,1,1,2,4,7,3,8,3,4,2,7,3,1,1,3,12,0,1,23,0,0,9
5,1,1,1,2,1,4,1,1,8,9,2,1,2,4,2,4,1,4,2,1,2,3,1,3,1,3,1,1,2,4,4,3,4,3,4,4,2,3,3,2,1,2,2,2,3,3,1,5,7,5,3,3,2,2,2,3,2,2,2,3,3,3,1,1,2,5,4,1,4,1,0,27602,10,1,10,7,1,10,10,10,3,10,6,1,1,1,4,1,4,3,2,4,4,2,8,0,7,2,1,1,1,1,1,10,2,10,10,10,1,5,1,1,1,4,1,1,1,1,1,1,3,3,1,1998,19,1,6,2,0,4,3,2,0,0,4,2,4,2,6,0,0,0,0,3,0,0,0,10
5,1,1,2,3,2,2,3,5,8,10,1,2,2,5,3,3,3,2,4,2,3,4,2,2,2,2,2,2,4,3,4,2,4,3,4,2,4,3,3,3,4,2,3,2,3,7,4,6,5,4,1,3,4,4,3,4,3,4,4,3,4,4,0,3,4,6,4,2,4,2,0,0,1,1,3,7,5,8,9,1,1,7,5,3,3,4,2,3,4,3,3,3,4,9,1,0,1,1,7,1,2,1,1,8,4,8,10,10,5,1,1,1,3,2,3,3,2,1,2,4,4,4,2,1948,69,1,1,1,2,2,3,2,3,2,1,1,3,2,4,4,2,41,0,6,72,0,0,5
5,1,1,1,2,2,4,2,2,8,5,2,1,2,5,2,4,1,4,2,2,2,4,1,3,2,3,3,3,2,3,4,4,3,1,3,4,2,3,1,2,2,1,2,1,1,4,3,7,4,3,4,2,3,2,2,3,3,2,2,3,3,4,2,2,3,8,4,4,4,1,0,27602,10,1,10,10,1,10,10,8,1,10,8,1,1,1,4,1,4,2,1,3,4,0,8,0,7,2,1,1,1,1,3,10,5,10,10,10,5,5,1,1,2,3,2,2,2,1,1,4,4,4,1,1980,37,1,1,1,2,4,6,3,3,2,2,1,3,2,1,3,2,21,0,3,32,0,0,10
5,1,2,2,1,1,3,2,2,7,8,1,1,2,5,2,5,2,4,3,3,2,2,1,2,2,3,2,2,2,4,4,4,4,4,3,4,2,3,1,3,1,1,2,1,3,3,9,7,3,1,3,1,3,2,2,3,2,2,2,2,3,3,2,2,2,6,4,3,4,1,0,27602,5,1,10,8,1,10,10,6,2,10,9,4,4,1,4,3,4,2,1,4,4,1,6,0,6,2,2,1,2,2,1,10,5,8,9,9,1,4,8,1,0,4,2,2,2,2,1,2,4,4,2,1988,29,2,6,1,0,2,7,3,0,0,4,2,6,3,1,0,1,21,0,1,0,0,0,7
5,1,1,1,2,2,4,1,1,9,8,1,2,2,5,2,5,1,5,2,3,2,4,1,2,2,2,2,2,3,4,4,3,4,3,1,4,2,3,1,3,2,1,2,1,2,3,2,8,8,6,3,3,2,2,3,2,2,2,2,2,2,3,3,2,2,8,4,4,4,1,0,27605,9,1,10,9,1,10,10,1,1,9,8,0,1,1,4,3,4,2,1,4,4,2,8,0,7,2,1,1,6,1,1,10,9,7,10,5,7,9,4,1,3,3,3,3,2,2,3,4,4,4,1,1993,24,1,6,1,0,3,5,3,0,0,7,3,7,3,6,0,0,0,0,1,0,0,0,6
5,1,1,2,2,1,3,1,3,9,7,2,2,2,5,2,5,1,3,1,3,1,2,1,2,2,2,2,1,1,4,4,4,4,1,4,1,4,2,1,1,1,1,2,1,3,6,8,3,3,1,3,2,2,4,1,1,2,2,2,1,2,2,3,2,2,7,4,4,4,1,0,27601,10,1,10,8,1,8,10,1,1,10,10,0,1,1,4,3,3,3,1,4,4,0,4,0,7,2,2,1,1,1,1,10,7,10,10,9,1,5,1,1,2,4,1,2,1,1,1,1,2,4,2,1953,64,1,6,1,0,2,7,3,7,3,3,2,3,2,1,4,1,13,0,6,11,0,0,10
5,1,1,1,2,1,2,1,1,8,7,2,2,2,5,2,4,0,4,2,4,2,4,1,2,2,3,4,4,2,3,3,3,3,1,2,2,4,3,1,1,2,1,3,3,3,7,2,5,1,1,2,2,3,3,2,2,2,2,2,2,3,3,1,3,2,8,2,2,3,1,0,27601,10,6,10,8,1,8,10,6,9,10,8,3,3,0,0,0,0,0,0,0,0,1,6,0,5,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,1,2,1,1,1,3,4,4,1,1977,40,2,1,1,2,4,7,3,4,2,3,2,3,2,1,1,2,31,0,6,32,0,0,5
5,1,1,1,3,3,4,2,3,8,7,2,2,3,3,3,3,4,3,3,2,3,4,1,2,2,3,2,2,2,3,3,3,2,1,3,1,3,1,2,3,1,1,3,1,3,5,8,7,5,3,4,4,4,2,2,3,2,4,4,3,3,3,4,2,4,5,3,2,4,1,0,27601,9,1,10,3,1,6,10,2,1,8,4,1,1,3,4,3,2,4,2,4,4,0,8,0,7,3,1,1,1,1,1,3,2,9,10,10,7,5,8,1,2,2,3,3,2,2,3,1,4,3,1,1953,64,1,1,1,5,2,6,3,3,2,2,1,3,2,4,7,1,54,0,6,51,0,0,4
5,2,2,2,2,1,3,2,1,8,9,2,2,2,5,3,3,2,4,4,4,3,4,1,2,1,3,2,2,2,3,3,3,4,3,1,3,1,1,1,2,2,1,2,2,3,5,4,5,5,5,4,4,2,4,2,3,3,3,3,2,4,3,4,2,3,4,3,3,3,2,0,27602,9,1,9,8,1,8,10,9,3,10,5,1,1,1,2,1,3,3,2,3,4,0,6,0,7,2,2,1,1,1,1,8,1,8,8,5,3,2,1,9,0,3,2,2,2,2,2,2,4,4,2,1981,36,1,6,2,0,3,4,2,0,0,3,2,3,2,7,0,2,94,0,6,0,0,0,3
5,1,1,1,1,2,4,1,1,9,7,2,2,2,5,2,4,1,1,4,2,5,5,1,2,2,3,3,3,3,4,4,3,4,1,3,1,2,2,3,3,1,1,2,2,3,7,6,1,4,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,0,27601,3,1,10,10,1,10,10,1,1,10,5,1,1,2,4,4,3,2,2,4,4,0,7,0,7,2,1,1,1,7,1,10,4,5,5,8,1,1,1,3,2,2,1,3,3,3,3,1,3,4,2,1963,54,1,1,1,1,2,3,2,7,3,3,2,3,2,1,1,2,43,0,5,33,0,0,9
5,1,1,1,2,1,2,2,1,8,10,2,1,3,3,1,1,3,3,1,2,4,2,1,3,3,2,0,0,2,2,2,3,2,4,3,3,2,2,3,3,2,3,3,1,3,8,7,3,5,2,2,4,3,2,3,4,3,2,2,3,4,2,3,2,2,4,2,2,4,2,0,27606,8,1,10,6,1,9,10,3,3,10,8,2,2,2,3,2,3,3,2,4,4,0,8,0,7,2,1,2,1,1,2,2,3,8,7,10,9,2,1,5,1,2,2,2,2,2,2,2,3,4,1,1939,78,1,1,1,2,2,7,3,3,2,3,2,3,2,4,4,0,22,0,5,81,0,0,7
5,1,2,2,3,1,4,1,1,8,3,2,2,2,4,2,4,2,2,4,1,1,2,1,2,2,3,3,3,2,3,3,4,3,3,4,2,1,2,2,1,2,1,3,1,3,6,7,8,3,2,3,4,3,3,3,3,3,3,3,3,4,2,4,3,3,2,2,2,3,2,0,27603,7,3,7,2,4,3,6,3,3,5,3,1,1,2,3,2,3,3,2,3,4,0,8,0,7,2,1,1,2,5,5,7,7,9,9,10,10,8,1,8,2,2,2,3,1,2,2,1,2,2,2,1967,50,1,1,1,2,2,5,3,3,2,7,3,7,3,3,1,0,32,0,1,51,0,0,6
5,1,1,1,3,1,4,1,2,9,8,1,1,2,5,3,3,1,4,5,1,4,5,1,2,2,2,2,2,2,3,4,3,4,1,3,1,2,2,1,2,3,1,3,2,3,5,3,5,4,2,3,2,2,1,1,3,2,2,2,3,3,3,2,3,2,8,3,3,4,1,0,27601,7,4,9,4,2,7,8,4,2,8,8,1,1,2,3,3,3,2,2,4,4,2,6,0,7,2,2,2,3,1,4,8,4,6,8,9,9,9,2,6,4,3,3,3,2,2,2,2,2,3,1,1982,35,1,1,1,2,4,4,2,4,2,7,3,7,3,1,8,2,33,0,3,24,0,0,6
