A001,A002,A003,A004,A005,A006,A008,A009,A170,A173,A165,B008,C001,C001_01,C002,C002_01,D081,D026_03,D026_05,C038,C039,C041,D001_B,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D054,D059,D060,D061,D078,E001,E002,E003,E004,Y002,E015,E018,E023,E025,E026,E027,E028,E033,E035,E036,E037,E039,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_18A,E069_18,E069_11,E069_12,E069_13,E069_14,E069_17,E069_20,E111_01,E114,E115,E116,E117,E181_EVS5,E224,E225,E226,E227,E228,E229,E233,E233A,E233B,E235,E236,E263,E264,E265_01,E265_02,E265_03,E265_04,E265_05,E265_06,E265_07,E265_08,F025,F028,F066_EVS5,F034,F063,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,F132,E290,F144_02,G006,G052,G062,G063,G255,G256,G257,H009,H010,H011,X001,X002,X003,G027A,X007,x026_01,X011,X013,X025A_01,X025R,W002A_01,W002R,V004AM_01,V004RM,V004AF_01,V004RF,X028,W003,X052,X035_EVS5,V097EF,W005_EVS5,X047E_EVS5
1,1,1,1,1,3,1,1,1,8,1,1,2,5,2,5,1,5,5,2,2,4,1,1,1,1,1,1,4,4,4,4,4,3,4,2,1,2,1,3,1,1,1,1,1,3,4,5,7,5,1,3,4,1,1,3,2,2,2,3,3,2,2,1,2,7,4,4,4,1,20801,10,1,10,10,1,10,10,10,5,10,8,1,1,1,4,1,4,3,1,4,4,0,8,7,2,3,3,1,1,1,10,3,10,10,7,1,10,1,1,2,2,2,1,1,1,1,1,2,1,1,1953,64,1,3,1,1,2,3,2,0,0,1,1,3,2,3,0,0,24,7,0,7
1,1,1,2,1,2,2,2,9,10,1,1,2,5,2,5,1,2,4,5,2,4,1,1,1,1,1,1,4,4,4,4,4,1,3,4,1,2,1,3,2,1,1,1,1,5,8,5,3,4,3,2,3,2,2,2,2,2,2,3,3,3,2,1,2,10,4,3,4,1,20801,10,1,10,1,1,10,10,5,1,10,10,1,1,1,4,3,4,2,1,4,4,0,6,7,2,1,1,1,1,1,10,1,10,10,5,5,10,1,1,1,3,2,2,1,1,1,1,4,4,2,1968,49,1,1,1,1,3,7,3,3,2,7,3,7,3,1,1,1,24,1,75,8
1,2,2,2,1,3,1,1,9,9,1,1,2,5,2,4,3,4,4,2,1,3,1,1,1,1,2,1,3,3,4,3,3,1,3,1,3,1,1,2,2,2,2,2,3,7,8,3,2,3,2,3,3,3,1,2,3,2,2,2,3,2,2,1,2,8,3,4,4,1,20808,1,1,10,3,1,10,10,4,5,9,10,1,1,1,4,3,4,2,1,3,4,2,7,7,1,3,1,2,2,1,9,3,9,3,7,1,2,1,3,2,5,2,2,1,2,2,1,3,3,1,1979,38,1,1,1,2,4,7,3,7,3,6,3,7,3,1,7,2,26,2,26,8
2,4,4,4,4,2,3,3,7,5,1,1,3,3,0,0,3,3,4,4,2,4,1,2,2,1,2,2,3,3,3,3,3,3,0,2,3,2,3,2,3,1,3,2,3,7,0,0,5,0,2,3,2,0,2,0,2,0,0,3,0,2,0,0,0,0,4,4,4,1,0,8,2,9,8,3,3,3,5,5,3,9,2,2,1,3,0,4,0,1,0,4,2,8,6,1,7,5,2,0,2,0,2,3,3,0,1,0,2,0,1,3,3,3,2,2,2,2,0,3,2,1937,82,1,5,1,0,1,6,3,0,0,1,1,3,2,4,0,1,26,6,0,0
1,2,2,2,2,3,1,1,10,8,1,1,2,5,2,5,2,2,4,4,2,4,1,1,1,1,1,1,4,4,4,4,4,3,4,4,1,2,3,3,2,1,3,1,3,6,8,4,7,8,2,2,4,2,2,2,2,3,3,2,3,2,2,1,2,7,4,4,4,1,20802,8,1,10,10,1,10,10,1,1,10,8,1,1,1,4,4,4,1,1,4,4,2,6,5,1,5,1,1,1,1,10,1,10,10,8,1,10,1,1,2,4,2,2,1,1,1,1,3,4,2,1962,55,1,1,1,0,2,3,2,8,3,3,2,3,2,1,1,2,41,6,21,10
1,2,3,2,2,4,1,1,10,9,1,2,2,5,2,4,3,5,5,4,2,2,1,1,1,2,2,2,4,4,4,4,4,1,3,1,4,2,1,2,1,2,3,2,3,8,9,3,1,2,3,2,2,3,1,1,1,1,1,1,2,2,2,1,1,10,4,3,4,1,20808,1,1,10,1,1,10,10,1,8,10,10,1,1,1,4,4,4,1,1,4,4,0,8,7,2,1,1,1,1,1,10,10,10,10,8,2,10,1,6,2,2,3,1,1,2,1,1,4,4,1,1971,46,1,2,1,2,4,5,3,8,3,3,2,3,2,1,1,2,52,6,22,10
1,1,2,3,1,3,2,2,8,8,1,1,2,5,2,4,1,4,4,1,1,1,1,2,1,1,1,1,3,4,4,4,4,1,3,1,4,2,3,1,2,2,2,3,3,8,9,3,3,2,2,1,3,4,2,2,3,2,2,2,2,1,3,1,2,8,3,2,4,1,20807,3,1,10,6,3,9,10,6,8,10,10,1,1,1,4,3,4,2,1,4,4,0,8,4,1,4,1,2,1,1,10,2,8,8,8,7,5,1,2,1,2,2,1,2,1,1,1,3,2,2,1966,51,1,1,1,3,3,6,3,5,3,6,3,5,3,1,2,2,25,4,52,10
1,1,2,2,1,4,2,1,9,10,1,1,2,5,2,5,1,5,2,2,2,4,1,2,1,2,1,1,3,4,4,4,4,3,2,1,4,2,1,1,3,1,3,2,2,3,3,5,4,4,2,2,4,2,1,3,3,2,2,3,3,3,2,2,1,7,3,3,3,1,20802,7,1,9,6,2,8,7,4,2,9,8,1,1,1,4,3,4,3,1,4,4,0,8,7,2,1,1,1,1,1,10,2,10,10,7,2,10,1,2,2,4,2,2,1,3,1,1,4,3,2,1988,29,1,6,1,0,1,6,3,0,0,5,3,7,3,1,0,2,91,2,0,3
1,1,2,4,1,4,3,2,1,10,1,2,2,5,1,1,3,1,5,5,2,1,1,1,1,2,3,2,1,3,4,3,3,1,3,1,4,2,1,1,3,3,3,3,1,5,3,1,1,1,2,2,2,1,1,2,2,3,3,2,2,2,3,1,3,10,4,4,4,1,20801,10,0,10,10,1,0,10,10,1,10,10,1,1,1,4,4,4,1,1,4,4,2,4,7,1,5,1,1,1,1,1,1,10,10,1,1,1,1,1,1,2,2,2,1,1,1,1,4,4,2,1953,64,1,1,1,2,2,1,1,2,1,1,1,1,1,4,4,2,75,8,81,4
1,1,1,2,4,3,2,1,10,9,1,1,2,5,1,1,1,4,5,1,1,2,1,1,1,1,2,1,2,4,4,4,4,1,3,1,2,2,1,1,2,2,2,2,2,5,9,5,8,5,2,3,2,2,1,3,2,3,3,2,3,3,3,2,2,9,4,4,4,1,0,10,1,10,8,1,9,10,1,1,10,9,1,1,1,4,3,4,2,1,4,4,2,4,6,1,4,1,1,1,1,8,3,9,8,4,5,4,1,1,1,3,3,4,1,2,1,1,4,3,2,1943,74,1,1,1,4,2,2,1,6,3,3,2,3,2,4,4,1,41,3,31,3
1,1,1,3,1,4,2,1,10,10,1,2,2,5,3,3,1,5,5,1,1,4,1,1,1,2,2,2,4,4,4,3,4,1,4,1,4,2,2,3,2,1,3,3,3,8,9,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,9,1,2,4,2,20807,5,1,8,7,7,7,3,3,3,9,9,1,1,1,3,4,3,3,1,3,4,2,4,7,3,1,1,1,1,1,10,7,10,10,7,1,7,1,2,1,4,3,1,2,3,3,2,3,2,2,1968,49,1,6,1,3,4,6,3,0,0,1,1,1,1,3,0,0,22,7,0,6
2,3,2,4,4,3,2,3,8,4,1,1,2,4,3,3,2,4,4,4,2,4,1,2,1,1,2,2,3,2,3,3,3,3,4,4,1,2,1,1,3,2,2,3,3,7,4,5,7,5,1,2,3,2,1,1,1,2,2,2,2,2,2,2,2,8,3,3,4,1,20802,8,1,9,8,1,9,9,9,1,10,8,3,3,1,4,3,4,3,2,4,4,2,7,6,1,3,2,1,2,1,5,6,5,9,4,2,5,1,5,2,3,2,2,2,2,2,2,3,3,2,1937,82,1,3,1,1,1,3,2,0,0,3,2,7,3,4,0,2,41,1,0,2
1,1,2,2,1,3,1,2,9,7,1,2,2,4,2,4,4,5,5,1,1,2,1,1,1,2,2,2,4,4,4,3,3,3,1,2,4,3,3,1,2,1,2,2,3,3,6,6,4,4,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,10,3,3,4,1,20804,9,1,10,2,1,9,10,8,1,10,9,1,1,1,4,4,4,1,1,4,4,2,8,7,1,4,1,1,1,1,8,3,7,9,7,1,1,1,1,2,3,1,3,1,2,1,1,4,3,1,1958,59,1,1,1,2,2,5,3,5,3,1,1,3,2,1,1,1,93,10,23,8
1,2,2,2,1,3,2,1,8,8,1,1,2,5,1,2,1,3,4,3,3,1,1,1,1,2,2,2,4,4,4,3,4,3,4,4,2,3,2,1,2,2,2,1,3,3,3,5,6,4,2,2,1,4,1,1,1,1,1,2,2,1,2,2,1,10,4,4,4,1,0,6,0,9,8,0,10,10,8,10,10,10,3,3,4,4,4,4,4,4,4,4,2,7,5,1,5,1,1,1,1,10,3,5,5,5,3,1,1,1,0,4,1,2,1,1,1,2,3,4,2,1978,39,2,6,1,0,2,7,3,3,2,3,2,3,2,3,1,0,34,6,21,7
1,1,2,3,4,3,2,1,10,8,1,1,3,3,1,1,2,4,3,2,1,1,1,2,1,2,2,2,2,3,3,1,3,0,0,2,1,2,3,3,2,2,2,2,2,5,5,6,6,5,2,2,2,3,1,1,2,3,3,2,3,3,3,2,3,8,2,2,3,1,20805,4,2,4,2,2,2,5,2,2,10,9,1,1,1,4,4,4,2,1,4,4,2,4,4,1,6,2,1,1,1,5,5,9,8,8,5,5,1,4,1,2,2,2,2,1,2,1,4,4,2,1949,68,1,3,1,3,1,3,2,0,0,3,2,3,2,4,0,2,41,5,0,2
1,1,1,3,4,3,2,4,6,6,1,1,2,5,3,3,3,3,5,2,2,3,1,1,1,2,2,2,2,2,4,4,3,4,1,4,1,2,3,2,2,3,3,3,3,7,10,4,5,2,2,2,3,3,1,3,3,3,3,2,3,4,3,1,2,10,3,4,4,1,20807,10,4,10,10,2,10,10,3,7,10,10,1,1,1,3,2,4,1,1,4,4,2,3,5,1,5,1,1,1,1,5,5,8,3,5,1,1,1,1,1,3,3,4,2,2,1,1,4,4,2,1944,73,1,1,1,2,2,1,1,1,1,1,1,1,1,4,3,0,0,1,61,4
1,2,2,2,1,3,2,1,9,9,2,1,2,5,1,1,3,4,4,1,2,2,1,1,1,2,3,2,2,4,4,3,3,1,3,1,2,2,3,3,1,1,2,2,2,9,6,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,8,4,2,4,1,20807,6,3,9,9,1,1,9,9,1,10,9,1,1,1,4,3,4,2,2,3,4,2,6,7,1,4,1,2,1,1,8,2,8,8,7,2,5,1,1,1,1,2,2,1,1,1,1,3,3,2,1959,58,1,6,1,2,3,2,1,5,3,2,1,1,1,1,1,2,43,5,74,8
1,3,2,2,2,4,1,1,8,10,2,1,2,5,2,4,4,4,5,1,1,5,1,1,1,3,1,1,2,4,4,2,4,1,3,4,1,2,1,1,2,2,2,2,2,9,8,3,4,2,3,1,3,2,2,3,3,4,4,3,3,3,2,3,3,9,4,4,4,1,20808,10,1,10,10,1,10,10,10,5,10,8,2,1,1,3,2,3,2,1,4,4,2,4,7,2,1,1,1,1,1,10,1,10,10,9,3,9,1,1,2,2,3,2,2,2,2,4,4,4,1,1991,26,1,6,1,0,2,3,2,6,3,3,2,2,1,6,1,2,72,6,22,6
1,2,2,3,2,4,2,3,7,9,1,1,2,5,2,4,1,5,4,5,2,5,2,2,1,2,1,1,4,4,4,4,4,3,1,1,4,2,1,2,1,1,2,2,2,3,5,4,5,1,3,2,2,2,1,1,2,3,3,2,2,2,2,1,2,10,1,4,4,1,20801,8,1,10,8,1,10,10,5,9,10,10,1,1,1,4,4,4,1,1,4,4,0,8,7,3,1,1,1,1,1,10,5,10,10,10,1,10,1,1,1,4,2,3,3,3,1,2,2,3,1,1971,46,1,1,1,2,4,5,3,6,3,3,2,3,2,1,2,1,13,6,21,10
1,3,2,4,1,4,2,4,5,8,1,2,2,4,1,2,2,2,3,4,1,4,1,2,1,3,3,3,2,3,3,3,3,2,1,1,4,2,2,1,3,2,2,3,3,10,6,4,2,3,2,1,3,3,2,2,2,3,3,2,2,3,3,2,3,5,4,1,3,1,20805,4,1,10,5,2,9,9,6,6,8,7,1,1,2,2,1,3,3,1,3,4,2,7,7,2,1,2,3,1,1,9,5,7,7,4,2,7,1,7,1,2,2,2,3,3,1,2,3,4,1,1997,20,1,6,2,0,2,3,2,0,0,3,2,0,0,1,0,2,52,6,0,5
1,2,2,3,2,4,1,1,9,9,1,1,2,4,3,3,3,2,2,3,2,3,1,2,1,2,2,2,2,4,4,4,4,4,1,1,2,2,1,1,3,2,2,2,2,5,8,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,1,2,3,2,20801,2,2,10,4,2,7,8,3,5,8,8,2,4,1,3,3,4,2,2,4,4,0,8,7,2,1,3,3,3,2,7,2,7,7,7,4,3,3,5,0,3,2,2,2,2,2,2,3,3,2,1966,51,2,1,1,2,4,7,3,6,3,1,1,1,1,1,1,2,0,4,33,6
1,1,3,2,1,3,2,1,8,9,1,2,2,4,1,2,2,4,4,3,2,2,1,1,1,2,2,2,3,3,3,3,4,3,1,1,4,2,3,1,1,1,2,2,2,3,5,3,5,3,2,2,3,2,2,3,4,3,3,4,3,2,3,1,2,5,4,3,4,1,20804,9,1,10,10,4,10,10,5,1,10,9,1,1,1,4,2,3,3,1,4,4,2,8,1,1,5,1,1,1,1,10,3,8,10,5,5,9,1,1,1,3,3,4,1,1,1,2,4,4,2,1953,64,1,3,1,2,1,3,2,0,0,3,2,2,1,4,0,2,41,7,0,2
2,1,2,2,4,4,2,3,8,5,1,1,2,4,2,4,2,4,3,4,3,5,2,2,1,1,2,2,3,4,4,3,4,3,4,4,3,2,3,1,2,1,2,1,2,2,1,5,5,8,2,2,3,2,1,3,2,3,3,4,2,3,2,1,2,5,4,3,4,1,20811,10,1,10,10,1,10,10,10,8,10,8,1,1,1,4,1,4,2,1,4,4,0,7,5,2,10,1,5,1,1,10,5,10,10,10,1,10,1,1,1,2,2,1,3,2,1,3,4,4,2,1954,63,1,6,1,2,1,6,3,0,0,2,1,2,1,4,0,1,0,3,0,2
1,2,1,2,1,1,1,1,10,10,1,1,2,5,2,5,2,5,4,5,3,5,1,1,1,2,2,2,4,4,4,4,4,3,1,2,1,2,1,3,2,1,2,1,2,2,3,5,5,7,3,3,4,2,2,3,3,3,3,3,3,3,2,2,2,7,4,3,4,1,20802,10,2,10,8,1,10,10,7,2,9,7,1,1,1,4,3,4,2,1,4,4,0,4,6,1,1,5,2,1,1,10,5,9,7,9,5,5,1,1,3,4,2,2,2,4,3,2,3,3,1,1973,44,1,1,1,2,4,0,0,8,3,6,3,6,3,3,1,0,26,1,23,9
1,2,2,2,1,3,1,1,10,9,1,1,2,5,3,3,1,5,5,3,2,1,1,1,1,2,2,1,3,4,4,4,4,3,4,4,2,3,2,1,1,1,1,1,3,8,6,5,3,4,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,9,4,4,4,2,20807,8,2,9,0,1,9,10,0,0,10,8,1,1,1,4,3,3,2,1,3,4,2,3,4,1,7,1,1,1,1,10,5,10,10,9,5,8,1,1,1,4,1,1,2,2,1,1,2,3,1,1955,62,1,1,1,3,4,6,3,5,3,6,3,3,2,1,1,1,23,10,53,10
1,1,2,2,1,2,2,3,9,8,1,1,2,5,2,5,2,4,4,4,4,2,1,2,1,1,2,1,3,4,4,4,3,3,1,1,4,2,1,2,1,1,1,1,2,8,8,3,4,2,2,2,3,3,3,2,3,2,2,2,3,2,2,2,3,5,4,4,4,1,20807,7,1,10,9,1,8,10,6,7,10,8,1,1,1,4,1,2,3,1,4,4,2,4,5,1,7,2,6,2,1,9,6,7,9,4,5,8,1,1,2,3,2,2,3,2,2,3,4,4,1,1953,64,1,1,1,3,2,7,3,6,3,3,2,3,2,1,2,2,26,3,22,9
2,2,2,3,1,3,2,3,8,9,1,1,3,3,1,2,3,3,3,2,2,2,1,2,1,2,2,2,2,3,4,3,3,4,1,4,1,2,2,1,3,2,3,3,3,5,6,3,5,5,2,2,2,3,2,2,2,2,2,2,3,3,2,3,2,8,2,2,3,2,20807,6,1,1,5,5,10,10,3,7,10,8,1,1,1,4,4,4,1,1,4,4,2,7,6,1,6,1,1,3,1,9,5,10,10,9,5,5,1,5,1,2,2,3,2,1,1,2,2,3,1,1973,44,1,6,1,3,5,3,2,6,3,2,1,1,1,2,1,2,11,6,23,8
2,3,3,1,1,1,2,2,7,8,1,1,2,4,3,3,4,4,2,2,2,2,1,1,1,2,3,2,2,3,2,3,4,1,4,1,4,2,3,1,1,1,1,3,3,8,8,3,3,1,2,2,3,3,2,2,3,2,2,2,3,2,1,2,3,10,3,3,4,1,20807,9,1,9,8,1,10,9,9,9,7,9,1,1,1,4,3,4,2,1,3,4,2,3,1,1,9,1,1,1,1,10,7,5,5,5,3,2,1,1,2,2,1,1,2,2,1,1,3,3,1,1937,82,1,1,1,2,2,7,3,3,2,5,3,7,3,4,4,1,21,1,26,7
2,2,2,3,3,4,3,4,5,3,1,1,2,5,2,5,3,5,5,2,5,4,1,1,1,1,1,1,3,4,4,4,4,4,3,4,1,2,1,3,4,1,1,1,2,3,5,6,8,5,3,4,3,4,2,2,2,3,3,3,4,3,3,3,3,8,4,4,4,1,0,10,1,10,8,1,10,10,7,2,10,8,1,1,1,4,2,3,2,2,4,4,2,4,7,1,2,1,10,3,1,10,7,7,10,10,1,5,1,1,2,3,2,3,2,2,1,3,4,4,1,1963,54,1,3,1,2,1,2,1,0,0,3,2,3,2,4,0,2,83,6,0,2
1,2,2,3,3,4,2,3,9,9,1,1,2,4,2,4,1,4,4,4,4,4,1,1,1,1,1,1,4,4,4,3,4,3,1,1,2,2,1,1,2,1,1,1,3,3,6,4,5,4,4,1,3,3,2,4,4,4,4,4,4,3,2,2,2,8,2,2,4,1,20804,6,1,10,7,1,10,10,4,1,10,9,2,1,1,3,3,4,1,1,4,4,0,8,7,2,1,1,1,1,1,9,10,9,9,9,9,9,1,2,1,3,3,3,3,2,1,1,3,3,2,1969,48,1,1,1,3,6,5,3,5,3,5,3,1,1,3,1,0,33,3,35,8
1,1,2,1,4,2,3,4,6,8,2,2,1,2,1,1,5,4,3,1,1,2,1,2,2,3,4,4,3,2,2,2,1,1,2,1,3,1,3,1,1,1,2,3,3,9,10,1,1,1,3,1,4,4,2,2,3,4,4,2,2,1,4,2,3,4,3,3,3,1,20805,6,10,10,1,6,6,2,2,6,8,8,1,1,2,3,2,3,3,2,4,4,2,7,7,2,2,1,1,1,1,2,1,2,6,6,6,2,1,10,1,1,4,4,2,3,2,1,1,1,1,1937,80,1,1,1,1,2,3,2,2,1,1,1,1,1,4,4,2,72,8,94,4
1,1,2,2,2,3,1,1,9,8,1,3,2,5,1,1,2,5,2,1,1,2,1,2,2,2,2,2,1,2,4,4,2,3,1,2,4,3,1,1,2,1,2,2,2,8,5,4,4,2,2,1,3,3,2,3,3,3,3,2,3,2,2,2,2,8,4,2,4,1,20807,0,2,10,4,1,10,10,3,1,10,8,2,1,1,4,2,4,2,1,4,4,2,4,5,1,4,1,2,2,1,10,1,10,10,6,2,10,1,1,2,3,3,3,3,3,2,2,4,4,1,1996,21,1,6,1,0,1,7,3,0,0,5,3,3,2,6,0,1,54,6,0,1
1,2,2,2,2,2,2,2,8,8,1,1,2,4,3,3,2,3,5,4,2,3,1,1,1,2,2,2,4,4,4,3,4,3,1,4,1,2,3,3,2,1,2,1,1,5,7,2,5,2,2,2,3,2,2,2,2,2,2,2,2,2,3,1,2,9,4,3,4,1,20801,7,3,10,9,1,9,10,3,2,10,9,1,1,1,4,3,4,2,1,4,4,2,4,6,1,6,1,1,1,1,9,3,9,9,8,3,1,1,1,1,4,2,2,1,1,1,2,3,4,1,1950,67,1,1,1,1,2,3,2,5,3,1,1,1,1,4,4,2,43,10,41,7
1,1,2,3,3,3,2,2,4,5,2,2,2,4,1,1,3,4,4,1,1,2,1,2,2,2,3,2,2,3,3,3,3,1,3,1,4,2,3,1,2,2,3,3,3,6,4,3,3,3,2,2,3,2,1,3,2,4,4,3,3,2,3,2,2,8,2,3,4,2,20805,6,3,9,8,1,9,9,8,8,10,9,1,1,1,3,3,3,2,2,3,3,2,7,7,2,2,1,1,1,1,5,2,7,7,6,4,2,1,7,1,2,3,3,3,2,1,1,3,2,2,1951,66,1,1,1,2,2,2,1,3,2,1,1,3,2,4,4,1,53,10,52,5
1,2,3,2,2,3,2,3,7,7,1,1,2,5,2,5,1,5,3,3,3,2,1,1,2,2,2,2,3,4,4,3,4,3,4,4,1,2,1,1,1,1,1,2,1,7,4,5,7,4,2,2,2,2,2,2,2,3,3,3,3,3,2,1,2,9,3,3,4,1,20810,8,1,10,8,5,10,10,6,8,10,8,1,1,2,4,3,3,2,2,4,4,2,6,4,1,7,1,1,1,1,10,3,8,9,7,4,10,1,1,3,4,2,3,1,2,3,3,4,3,2,1986,31,1,1,1,2,4,6,3,7,3,7,3,3,2,1,1,2,26,1,24,9
2,1,3,2,3,4,2,1,9,8,1,1,2,5,2,4,1,5,3,5,3,4,1,1,1,2,1,1,3,4,4,4,4,3,4,4,2,3,1,3,1,1,2,1,2,3,4,8,7,3,3,3,2,2,2,3,2,2,2,3,3,3,2,2,2,5,4,4,4,1,20810,7,1,10,9,1,9,10,4,1,10,8,1,1,1,3,4,4,1,1,2,4,0,6,7,2,1,1,1,1,1,10,4,10,10,8,8,10,1,1,2,3,2,2,2,2,2,2,4,3,2,1952,65,1,6,1,0,1,7,3,0,0,2,1,3,2,8,0,1,33,6,0,8
1,1,3,3,4,2,1,3,8,2,1,1,2,4,2,4,2,4,2,4,2,3,1,2,2,2,3,3,2,3,4,3,4,1,3,1,3,1,3,1,3,3,3,3,3,4,4,4,3,2,3,2,3,2,1,2,2,2,2,4,2,2,2,2,2,3,1,4,4,3,20801,4,8,6,7,5,7,7,3,5,5,2,1,1,1,4,4,4,1,1,4,4,2,4,7,1,5,1,1,1,1,2,1,2,9,9,1,2,1,1,1,1,2,1,2,2,2,4,4,4,1,1958,59,1,1,1,2,2,3,2,3,2,1,1,3,2,4,1,2,93,8,53,8
1,1,1,3,2,1,2,1,6,7,1,2,2,4,1,2,4,4,2,2,2,2,1,1,1,2,2,2,3,2,3,3,2,4,3,1,4,2,1,1,3,3,2,3,2,4,2,5,7,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,3,2,0,4,5,5,5,5,5,2,5,2,8,8,2,2,1,3,3,3,2,1,3,4,2,6,1,1,9,7,3,1,1,1,1,3,3,3,1,3,1,1,1,3,3,3,2,2,2,1,2,2,2,1993,24,1,6,1,0,1,3,2,0,0,3,2,3,2,1,0,2,81,6,0,4
1,2,1,2,2,4,1,1,8,7,2,1,2,5,1,2,3,4,3,1,1,4,1,2,1,3,2,2,3,3,4,3,4,4,3,4,1,2,1,1,1,1,1,2,2,7,8,5,6,4,3,2,3,2,2,3,3,4,4,2,3,2,2,2,3,6,2,2,4,1,20803,6,3,10,9,3,7,10,7,2,10,10,1,1,1,3,1,3,3,1,2,4,2,8,6,2,1,1,1,3,1,10,3,10,6,8,2,10,1,5,1,2,2,2,3,3,1,2,4,4,2,1992,25,1,6,1,0,2,6,3,3,2,2,1,5,3,1,1,2,24,3,72,6
1,1,1,1,1,3,2,2,8,8,1,1,2,5,3,3,3,5,5,2,2,2,1,1,1,2,1,1,3,4,4,4,4,2,4,4,1,2,3,3,1,1,1,1,1,5,5,5,5,1,3,2,3,3,2,3,3,2,2,4,3,2,2,2,2,8,3,3,4,1,20801,9,5,10,10,1,10,10,5,5,10,10,1,1,1,3,3,3,1,1,3,4,0,8,7,2,1,1,1,1,1,10,1,10,10,10,10,6,1,1,2,3,1,3,1,1,1,2,4,4,1,1957,60,1,2,1,2,2,7,3,7,3,7,3,6,3,1,4,1,26,1,26,9
1,2,2,2,2,3,1,1,8,7,1,1,2,5,1,2,1,1,3,4,2,2,1,1,2,2,2,2,3,3,3,4,3,3,1,1,2,2,3,3,2,1,2,2,3,7,8,5,8,8,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,8,2,3,4,1,20801,4,2,10,1,1,10,10,2,1,10,10,1,1,1,3,3,3,2,1,3,4,9,6,7,2,2,1,1,1,1,10,1,10,10,9,1,8,1,1,1,3,2,3,1,1,2,1,2,2,2,1972,45,1,6,1,1,2,2,1,0,0,3,2,3,2,1,0,2,81,10,0,4
1,1,1,2,1,2,1,1,10,8,2,1,2,5,2,4,2,4,4,1,2,2,1,1,1,2,2,2,2,4,4,3,4,3,3,1,4,2,3,1,2,3,3,3,2,5,6,4,3,5,3,2,3,3,2,2,3,2,2,2,3,2,2,2,2,10,4,4,4,2,20801,5,4,7,7,4,8,8,3,3,9,10,1,1,1,3,3,4,2,2,4,4,2,7,5,1,5,2,1,1,1,10,1,7,9,10,1,2,1,1,1,4,2,3,2,1,1,2,3,3,2,1965,52,1,1,1,3,3,3,2,3,2,3,2,3,2,1,1,2,83,6,24,10
1,1,1,3,2,3,1,1,10,10,1,1,2,5,3,3,1,5,5,4,0,4,1,1,1,2,2,2,4,3,4,4,4,1,3,1,4,2,3,3,3,1,3,1,1,6,8,5,7,5,2,2,3,2,1,2,1,0,0,3,3,2,2,1,0,6,3,3,4,1,0,7,5,7,7,5,6,8,7,4,9,8,1,1,1,0,3,3,3,3,3,3,2,8,7,1,3,3,1,9,1,10,1,3,10,9,1,1,2,5,1,3,1,2,1,1,1,4,3,4,2,1958,59,1,1,1,3,2,3,2,3,2,1,1,3,2,1,1,1,53,6,81,10
1,1,1,2,2,3,1,3,8,8,1,1,2,5,2,5,1,4,4,4,3,4,1,1,1,1,1,1,0,3,4,4,4,3,0,4,0,0,2,2,2,1,1,1,2,3,3,5,5,5,3,3,3,2,2,3,3,3,3,4,3,3,2,2,2,5,3,3,4,1,20809,7,0,8,8,1,8,8,8,0,10,7,1,1,1,3,2,3,3,2,3,3,2,7,7,2,1,1,1,1,1,10,2,10,10,5,0,0,1,1,0,4,2,2,2,2,1,4,4,4,2,1953,64,1,1,1,1,2,6,3,6,3,5,3,7,3,1,4,1,26,1,26,0
1,1,1,3,1,3,2,1,8,8,1,1,2,5,1,2,1,5,2,4,4,5,1,2,1,2,2,2,2,4,4,4,3,3,1,3,2,2,2,1,3,1,3,2,2,8,5,3,3,3,3,2,2,2,1,3,2,2,2,2,2,2,2,2,2,8,4,4,4,1,20803,3,3,8,7,2,7,10,1,1,10,9,1,1,1,3,4,2,1,1,3,4,2,8,7,2,2,2,3,1,1,10,8,10,8,10,4,10,1,1,1,4,2,2,3,3,1,2,3,4,2,1989,28,1,6,1,0,1,6,3,0,0,3,2,6,3,1,0,1,26,2,0,4
1,2,2,1,1,4,2,2,8,9,1,1,2,5,3,3,4,4,5,1,2,3,1,1,1,2,2,1,3,3,3,3,3,3,1,1,3,1,1,1,1,1,2,1,3,7,8,5,8,8,3,2,3,2,1,2,3,4,4,2,3,3,3,1,3,9,4,1,4,1,20805,7,1,8,8,1,10,10,4,1,10,8,1,1,1,4,3,3,2,1,3,4,0,8,7,1,1,1,1,3,1,6,5,10,10,7,9,9,1,6,2,3,3,3,2,1,2,1,4,1,1,1949,68,1,5,1,2,1,6,3,0,0,1,1,3,2,4,0,1,23,1,0,6
